cpu_load,ram_usage,cpu_temp,disk_speed,disk_fill,network_bandwidth,process_count,service_state,state
13.54,23.38,46.02,211.04,65.77,5938.42,34.0,Все работают,Оптимальное
18.58,35.57,23.17,105.77,61.27,1910.84,63.0,Все работают,Оптимальное
21.46,64.59,62.79,69.78,53.69,8455.36,100.0,Все работают,Хорошее
48.86,96.52,47.78,51.59,99.05,8695.8,829.0,Некоторые остановлены,Критическое с риском отказа
29.22,31.82,25.71,145.24,58.09,7465.37,33.0,Все работают,Оптимальное
20.76,0.35,25.1,692.66,13.29,6782.54,60.0,Все работают,Оптимальное
3.51,22.56,37.3,144.72,12.44,5174.61,55.0,Все работают,Оптимальное
31.94,37.12,68.46,67.12,73.95,8164.34,158.0,Все работают,Хорошее
21.42,20.88,21.62,507.29,13.45,2046.73,73.0,Все работают,Оптимальное
0.23,47.64,31.07,934.44,77.11,3144.15,100.0,Все работают,Хорошее
12.76,45.11,68.39,70.32,70.6,455.74,85.0,Все работают,Хорошее
45.23,56.48,65.69,76.24,44.02,8208.33,180.0,Все работают,Хорошее
7.57,38.43,24.19,843.91,67.88,1647.52,63.0,Все работают,Оптимальное
54.3,52.94,42.37,51.28,81.63,8701.05,192.0,Все работают,Хорошее
0.22,57.72,53.92,21.82,92.1,9187.87,109.0,Все работают,Критическое
2.77,12.15,30.74,505.74,11.06,4597.83,69.0,Все работают,Оптимальное
5.22,5.02,34.26,645.97,14.67,2224.38,57.0,Все работают,Оптимальное
58.62,38.84,73.45,79.34,25.07,5724.67,46.0,Все работают,Хорошее
43.38,11.41,36.09,625.02,11.81,8355.43,74.0,Все работают,Хорошее
8.03,8.29,43.63,371.5,18.54,3719.08,86.0,Все работают,Оптимальное
16.02,13.17,34.56,420.04,61.58,686.73,33.0,Все работают,Оптимальное
99.41,96.5,69.25,55.04,97.59,5554.62,37.0,Все работают,Критическое с риском отказа
6.02,18.08,69.41,74.8,63.32,449.26,118.0,Все работают,Хорошее
86.39,17.54,41.86,516.68,30.83,8121.47,73.0,Некоторые остановлены,Критическое
48.06,5.0,93.31,40.53,76.49,9541.16,91.0,Некоторые остановлены,Критическое
99.84,98.45,34.23,42.31,29.68,9474.95,83.0,Все работают,Критическое с риском отказа
19.29,27.46,35.52,958.97,58.75,7870.53,46.0,Все работают,Оптимальное
13.0,23.12,23.66,834.48,39.36,6944.17,57.0,Все работают,Оптимальное
22.5,30.97,24.3,173.98,38.6,3270.85,65.0,Все работают,Оптимальное
46.17,63.83,50.45,73.16,81.75,317.17,184.0,Все работают,Хорошее
65.8,70.18,82.49,31.81,95.72,9793.45,301.0,Все работают,Критическое
76.98,80.51,57.39,12.89,78.66,9110.16,156.0,Некоторые остановлены,Критическое
37.97,46.06,102.98,4.66,13.83,9655.33,190.0,Критический сервис остановлен,Критическое с риском отказа
58.62,55.21,54.99,650.61,74.61,8819.36,156.0,Все работают,Хорошее
39.7,75.25,22.02,733.57,41.06,8344.35,146.0,Все работают,Критическое
24.67,34.96,46.43,362.81,54.45,4861.94,67.0,Все работают,Оптимальное
29.34,44.63,20.53,60.84,83.18,8643.21,164.0,Все работают,Хорошее
35.59,34.9,65.07,548.41,76.1,7602.76,164.0,Все работают,Хорошее
9.89,4.94,27.43,812.7,64.02,5036.29,48.0,Все работают,Оптимальное
26.39,19.36,43.27,241.79,45.81,3037.0,84.0,Все работают,Оптимальное
3.78,7.35,53.3,77.13,74.78,7149.92,166.0,Все работают,Хорошее
5.39,27.83,83.39,70.21,98.56,8732.95,5.0,Критический сервис остановлен,Критическое с риском отказа
9.16,64.92,29.39,62.1,76.12,2366.01,173.0,Все работают,Хорошее
10.86,17.71,42.15,289.81,0.52,3483.91,45.0,Все работают,Оптимальное
45.02,96.92,72.15,6.57,99.29,8489.27,4.0,Все работают,Критическое с риском отказа
25.86,39.86,29.38,831.92,4.47,699.33,92.0,Все работают,Оптимальное
7.25,30.47,46.33,821.83,26.21,1100.23,44.0,Все работают,Оптимальное
57.23,60.64,45.0,51.25,48.94,5715.07,187.0,Все работают,Хорошее
92.6,99.64,76.6,71.59,66.74,4662.64,6.0,Критический сервис остановлен,Критическое с риском отказа
31.29,55.36,60.19,66.53,74.75,4980.93,167.0,Все работают,Хорошее
57.06,51.89,21.35,936.05,77.03,8860.31,178.0,Все работают,Хорошее
67.87,98.49,118.27,327.14,71.11,8347.66,808.0,Критический сервис остановлен,Критическое с риском отказа
28.15,7.39,38.78,228.53,41.64,5568.75,65.0,Все работают,Оптимальное
93.48,98.53,30.54,934.75,77.15,8990.74,394.0,Критический сервис остановлен,Критическое с риском отказа
14.5,9.51,44.4,211.78,0.97,898.47,94.0,Все работают,Оптимальное
11.04,17.14,27.88,118.06,44.24,762.22,91.0,Все работают,Оптимальное
2.46,39.66,46.56,103.49,66.9,6858.99,42.0,Все работают,Оптимальное
17.03,85.78,65.62,15.66,90.64,9005.21,7.0,Некоторые остановлены,Критическое с риском отказа
6.82,68.19,33.87,73.26,79.92,2291.07,175.0,Все работают,Хорошее
48.22,92.79,78.63,58.6,85.99,4702.84,295.0,Все работают,Критическое
26.09,3.01,40.9,106.01,11.23,3284.29,50.0,Все работают,Оптимальное
98.64,13.79,119.83,46.39,2.01,1651.67,503.0,Критический сервис остановлен,Критическое с риском отказа
29.91,35.23,36.13,149.2,57.53,596.6,82.0,Все работают,Оптимальное
20.44,33.03,57.36,59.17,82.35,4863.74,101.0,Все работают,Хорошее
9.07,20.51,33.77,72.71,21.15,7043.04,114.0,Все работают,Хорошее
49.12,41.82,97.34,77.45,87.77,8365.37,123.0,Все работают,Критическое
41.86,6.24,65.64,60.41,56.52,557.97,157.0,Все работают,Хорошее
16.56,11.34,52.95,60.94,71.12,8970.5,160.0,Все работают,Хорошее
26.38,26.7,43.65,822.42,50.8,5757.5,96.0,Все работают,Оптимальное
59.45,65.44,64.87,36.04,75.8,8062.03,134.0,Все работают,Критическое
5.61,51.4,31.56,628.24,48.0,8423.44,120.0,Все работают,Хорошее
15.1,9.17,23.42,342.34,67.88,7715.72,80.0,Все работают,Оптимальное
44.19,42.49,70.85,863.05,64.31,4830.07,82.0,Все работают,Хорошее
8.51,39.94,31.57,732.14,34.34,1486.26,32.0,Все работают,Оптимальное
76.66,80.86,46.95,30.98,87.93,9311.55,66.0,Некоторые остановлены,Критическое
32.7,40.18,67.94,77.59,75.96,7915.19,149.0,Все работают,Хорошее
21.06,15.1,29.17,643.87,57.52,5600.31,50.0,Все работают,Оптимальное
8.1,21.38,40.21,503.24,5.27,3472.5,75.0,Все работают,Оптимальное
10.56,14.03,26.69,641.84,35.73,5294.32,52.0,Все работают,Оптимальное
60.63,76.01,55.45,36.14,94.47,8140.76,67.0,Некоторые остановлены,Критическое
34.12,55.47,23.97,899.9,47.75,8388.57,70.0,Все работают,Хорошее
28.42,73.74,54.98,909.7,63.89,8910.43,335.0,Все работают,Критическое
22.63,36.98,37.96,923.31,14.73,2490.04,74.0,Все работают,Оптимальное
1.76,34.59,35.77,815.8,61.28,2250.26,40.0,Все работают,Оптимальное
11.49,28.7,30.22,986.72,37.24,794.28,74.0,Все работают,Оптимальное
83.77,4.68,50.28,834.51,89.82,9290.98,146.0,Некоторые остановлены,Критическое
47.24,65.8,37.47,70.5,70.83,8449.97,67.0,Все работают,Хорошее
78.55,75.8,51.37,56.74,69.98,9726.98,96.0,Некоторые остановлены,Критическое
4.3,1.08,43.19,822.89,20.05,4144.17,44.0,Все работают,Оптимальное
27.83,8.55,20.93,949.54,93.86,9583.09,62.0,Все работают,Критическое
9.94,8.55,38.89,841.67,34.84,5373.27,66.0,Все работают,Оптимальное
31.99,11.58,58.54,906.76,18.37,8352.59,66.0,Все работают,Хорошее
48.64,8.67,73.17,680.1,73.55,8221.03,86.0,Все работают,Хорошее
10.28,58.88,32.84,66.2,19.99,5269.34,62.0,Все работают,Хорошее
75.2,58.88,92.66,747.99,96.52,8039.16,145.0,Все работают,Критическое
55.33,64.9,64.47,148.14,75.96,8687.58,108.0,Все работают,Хорошее
15.22,37.33,36.61,248.39,20.23,2378.72,95.0,Все работают,Оптимальное
46.19,41.15,63.59,55.41,76.94,6566.63,135.0,Все работают,Хорошее
19.13,53.38,73.74,978.9,5.93,8279.15,128.0,Все работают,Хорошее
35.17,55.41,62.18,841.61,71.66,1758.79,140.0,Все работают,Хорошее
39.17,58.11,100.47,60.48,99.5,9541.48,672.0,Критический сервис остановлен,Критическое с риском отказа
53.09,51.96,74.21,631.13,57.61,9461.36,34.0,Все работают,Критическое
23.55,31.87,70.42,74.95,71.48,8167.05,45.0,Все работают,Хорошее
3.54,20.75,44.26,485.08,21.34,1394.18,87.0,Все работают,Оптимальное
45.45,68.38,78.04,41.89,26.82,5427.37,58.0,Некоторые остановлены,Критическое
67.96,27.55,57.6,27.53,85.5,1656.27,262.0,Все работают,Критическое
21.17,67.72,59.13,67.39,64.06,7086.94,72.0,Все работают,Хорошее
52.48,58.16,71.88,839.23,71.37,8263.06,198.0,Все работают,Хорошее
46.05,27.44,23.23,541.41,74.72,5159.0,83.0,Все работают,Хорошее
21.11,36.65,33.83,982.02,48.5,6663.0,80.0,Все работают,Оптимальное
8.39,36.92,58.93,70.65,84.94,1641.69,131.0,Все работают,Хорошее
11.55,36.21,45.81,687.57,68.52,3990.51,45.0,Все работают,Оптимальное
9.23,10.26,37.81,232.74,3.99,7662.92,38.0,Все работают,Оптимальное
25.14,26.82,20.11,96.38,24.9,1223.58,53.0,Все работают,Оптимальное
9.01,23.75,32.57,461.59,59.98,5414.89,99.0,Все работают,Оптимальное
27.08,89.93,46.66,1.07,99.69,9970.33,78.0,Критический сервис остановлен,Критическое с риском отказа
45.72,65.61,26.03,276.13,79.71,9474.23,379.0,Все работают,Критическое
24.34,17.87,47.36,768.74,26.06,2387.13,96.0,Все работают,Оптимальное
18.8,29.36,34.79,121.25,67.72,6278.59,99.0,Все работают,Оптимальное
4.62,84.54,98.8,838.72,94.96,9737.87,91.0,Все работают,Критическое
13.46,32.57,38.55,746.28,12.21,1809.28,34.0,Все работают,Оптимальное
24.03,44.03,51.01,646.14,38.79,8160.87,33.0,Все работают,Хорошее
1.57,14.49,45.82,935.92,14.55,4718.79,63.0,Все работают,Оптимальное
43.04,33.64,69.69,62.14,58.54,1145.23,159.0,Все работают,Хорошее
22.75,69.99,66.14,744.15,37.95,8046.73,80.0,Все работают,Хорошее
14.13,9.27,48.44,503.0,57.27,675.78,62.0,Все работают,Оптимальное
10.86,13.48,29.76,255.31,16.95,1321.19,38.0,Все работают,Оптимальное
62.32,46.79,37.66,36.65,91.33,2914.47,288.0,Некоторые остановлены,Критическое
89.43,68.36,58.0,56.29,27.78,8187.92,158.0,Все работают,Критическое
33.17,61.67,38.21,790.57,34.2,8161.64,163.0,Все работают,Хорошее
10.12,22.22,37.08,489.97,26.96,5943.09,83.0,Все работают,Оптимальное
8.69,36.88,35.96,560.34,48.22,1301.82,35.0,Все работают,Оптимальное
22.86,24.89,39.75,106.79,56.31,3487.54,52.0,Все работают,Оптимальное
27.83,66.49,31.23,71.55,75.88,3664.94,41.0,Все работают,Хорошее
22.43,36.35,46.21,118.77,51.13,6967.68,84.0,Все работают,Оптимальное
1.46,20.51,46.58,982.67,1.19,3814.69,93.0,Все работают,Оптимальное
80.23,82.98,55.8,4.04,70.29,3185.54,180.0,Все работают,Критическое с риском отказа
8.51,31.79,24.28,702.76,68.35,6811.22,81.0,Все работают,Оптимальное
46.62,50.66,64.06,449.57,79.96,5816.55,71.0,Все работают,Хорошее
43.67,77.24,64.29,79.87,93.45,9154.22,291.0,Все работают,Критическое
32.68,90.71,95.07,23.32,87.9,1330.73,306.0,Некоторые остановлены,Критическое
18.56,32.32,44.02,57.11,78.1,8240.31,74.0,Все работают,Хорошее
74.18,83.35,99.07,76.93,19.0,8002.75,58.0,Некоторые остановлены,Критическое
87.25,85.26,31.27,216.04,40.65,9773.58,357.0,Все работают,Критическое
54.98,4.09,82.57,56.73,42.99,5397.06,87.0,Некоторые остановлены,Критическое
5.07,51.52,96.76,73.08,28.54,9991.08,87.0,Все работают,Критическое
78.25,28.04,93.6,714.64,86.25,4914.86,72.0,Некоторые остановлены,Критическое
25.68,25.58,68.53,458.03,35.67,3343.36,116.0,Все работают,Хорошее
21.71,13.18,39.55,362.78,25.96,2004.0,51.0,Все работают,Оптимальное
33.52,3.94,57.49,362.13,76.39,8395.65,189.0,Все работают,Хорошее
55.1,35.43,30.02,53.25,78.46,7091.11,196.0,Все работают,Хорошее
45.58,90.82,29.92,35.61,91.31,9846.79,171.0,Все работают,Критическое
19.48,52.81,30.99,77.23,63.25,1575.55,36.0,Все работают,Хорошее
56.67,68.68,74.16,50.25,2.2,8075.78,114.0,Все работают,Хорошее
81.31,33.73,32.65,237.64,89.42,8488.66,137.0,Некоторые остановлены,Критическое
37.75,85.96,25.83,943.97,95.33,7602.22,90.0,Некоторые остановлены,Критическое
73.93,74.56,76.53,69.11,93.58,8007.01,382.0,Все работают,Критическое
1.69,39.28,25.23,697.85,16.97,2985.87,69.0,Все работают,Оптимальное
12.0,28.67,47.79,743.12,9.12,570.13,65.0,Все работают,Оптимальное
45.41,22.9,92.74,41.87,97.23,8468.38,249.0,Некоторые остановлены,Критическое
60.61,27.45,73.3,47.18,91.02,9910.35,206.0,Некоторые остановлены,Критическое
65.93,97.18,103.68,40.59,18.52,9949.31,500.0,Некоторые остановлены,Критическое с риском отказа
42.89,95.65,50.78,4.58,99.8,9313.06,268.0,Некоторые остановлены,Критическое с риском отказа
50.86,16.27,60.17,57.65,30.12,8716.81,117.0,Все работают,Хорошее
0.99,39.57,30.92,187.16,22.77,5214.84,97.0,Все работают,Оптимальное
8.42,20.77,46.51,297.47,44.7,4767.13,49.0,Все работают,Оптимальное
94.37,95.72,33.74,22.78,97.81,3160.11,2.0,Все работают,Критическое с риском отказа
17.03,34.63,48.95,845.92,43.02,6689.03,51.0,Все работают,Оптимальное
91.12,66.59,106.28,13.4,36.87,8937.08,5.0,Критический сервис остановлен,Критическое с риском отказа
0.29,8.03,42.49,132.12,3.1,6991.62,86.0,Все работают,Оптимальное
51.53,92.67,78.45,40.34,71.16,3690.98,109.0,Некоторые остановлены,Критическое
5.48,24.16,30.82,282.76,16.5,1598.67,62.0,Все работают,Оптимальное
15.79,24.94,75.22,26.63,96.96,8369.39,39.0,Некоторые остановлены,Критическое
11.89,20.32,44.31,768.51,54.33,2430.66,47.0,Все работают,Оптимальное
40.53,55.74,37.38,806.18,78.77,8211.81,94.0,Все работают,Хорошее
52.99,64.8,49.12,73.88,78.06,3610.14,42.0,Все работают,Хорошее
15.79,97.05,112.01,348.47,19.95,9244.78,284.0,Все работают,Критическое с риском отказа
23.94,28.36,37.03,57.06,2.9,6578.79,111.0,Все работают,Хорошее
75.54,86.32,84.46,42.49,89.44,8256.77,495.0,Все работают,Критическое
46.24,37.39,65.74,452.69,70.23,8695.83,188.0,Все работают,Хорошее
33.16,8.09,58.05,78.56,76.56,8070.23,79.0,Все работают,Хорошее
87.64,14.75,94.99,542.61,70.69,9687.29,0.0,Все работают,Критическое с риском отказа
26.95,34.7,34.6,225.78,30.48,1670.11,72.0,Все работают,Оптимальное
89.45,98.53,106.73,23.66,98.61,9680.06,126.0,Критический сервис остановлен,Критическое с риском отказа
55.8,45.0,67.25,232.29,21.3,444.83,115.0,Все работают,Хорошее
38.72,38.81,61.2,69.36,70.45,3862.22,45.0,Все работают,Хорошее
19.67,39.58,21.86,231.63,7.15,4395.58,52.0,Все работают,Оптимальное
13.61,35.0,42.88,698.99,1.96,1315.72,61.0,Все работают,Оптимальное
25.2,61.15,26.61,74.27,8.25,8236.58,90.0,Все работают,Хорошее
35.97,7.41,57.19,67.99,83.38,2409.81,109.0,Все работают,Хорошее
61.4,52.93,61.07,376.71,78.65,9898.0,97.0,Все работают,Критическое
27.33,16.48,35.76,265.78,56.54,7350.17,63.0,Все работают,Оптимальное
15.74,11.81,44.97,492.68,59.88,3597.03,76.0,Все работают,Оптимальное
3.25,29.89,29.32,560.24,5.23,2984.35,37.0,Все работают,Оптимальное
49.17,43.86,70.0,76.3,4.38,8143.96,103.0,Все работают,Хорошее
37.65,1.77,51.12,415.4,73.03,8913.18,63.0,Все работают,Хорошее
25.55,22.0,25.58,407.67,44.21,2346.45,32.0,Все работают,Оптимальное
19.06,93.02,31.95,28.41,89.96,9496.33,252.0,Некоторые остановлены,Критическое
63.43,43.65,64.04,40.63,49.62,8215.66,185.0,Все работают,Критическое
91.18,26.42,89.6,72.29,99.5,8863.5,101.0,Все работают,Критическое с риском отказа
98.95,97.28,95.66,5.17,93.52,8844.71,89.0,Все работают,Критическое с риском отказа
3.17,10.43,28.69,661.86,2.75,2978.05,67.0,Все работают,Оптимальное
14.37,82.62,118.77,0.5,86.13,9504.3,183.0,Все работают,Критическое с риском отказа
8.11,24.03,35.91,766.6,28.4,5257.29,88.0,Все работают,Оптимальное
17.71,4.95,22.28,113.37,39.81,3611.17,80.0,Все работают,Оптимальное
25.09,25.29,39.94,891.32,4.58,6398.1,75.0,Все работают,Оптимальное
72.13,96.75,101.35,225.98,37.53,4716.82,3.0,Критический сервис остановлен,Критическое с риском отказа
23.52,31.72,42.47,483.11,88.65,9664.47,54.0,Некоторые остановлены,Критическое
46.94,83.94,54.16,46.19,96.13,9858.1,334.0,Все работают,Критическое
83.61,47.65,81.02,1.75,98.51,2416.34,3.0,Все работают,Критическое с риском отказа
22.24,22.75,22.85,954.38,7.74,6475.09,59.0,Все работают,Оптимальное
0.48,84.73,34.57,18.93,78.28,4078.82,174.0,Некоторые остановлены,Критическое
3.78,29.98,28.58,287.97,53.96,6464.39,72.0,Все работают,Оптимальное
20.96,27.24,34.82,572.85,44.29,7778.81,100.0,Все работают,Оптимальное
59.2,99.7,45.35,35.28,99.12,9977.83,65.0,Все работают,Критическое с риском отказа
22.55,56.94,66.19,60.58,84.07,8478.06,50.0,Все работают,Хорошее
52.9,95.04,23.48,40.3,48.8,8803.51,615.0,Все работают,Критическое с риском отказа
26.82,28.24,39.4,969.64,47.71,5065.4,37.0,Все работают,Оптимальное
2.21,34.24,40.8,893.58,0.93,586.77,33.0,Все работают,Оптимальное
40.09,50.87,44.73,39.36,7.15,3538.08,221.0,Некоторые остановлены,Критическое
68.87,44.15,56.69,59.12,91.27,8035.24,65.0,Все работают,Критическое
15.68,11.92,34.61,623.3,38.94,3099.18,39.0,Все работают,Оптимальное
22.97,10.75,37.48,490.19,15.2,2946.34,55.0,Все работают,Оптимальное
27.27,85.14,113.21,7.56,98.47,9396.16,4.0,Все работают,Критическое с риском отказа
0.98,5.74,44.62,291.34,62.26,718.45,49.0,Все работают,Оптимальное
94.98,97.66,43.33,227.26,81.74,9881.99,9.0,Критический сервис остановлен,Критическое с риском отказа
19.2,6.7,56.01,816.75,70.66,8807.5,82.0,Все работают,Хорошее
70.21,85.38,82.5,340.86,90.84,7491.86,258.0,Некоторые остановлены,Критическое
3.11,23.58,96.54,5.5,47.82,8560.83,9.0,Некоторые остановлены,Критическое с риском отказа
23.38,56.27,52.79,76.93,78.07,8220.61,152.0,Все работают,Хорошее
23.52,30.92,23.0,692.85,9.35,1175.48,64.0,Все работают,Оптимальное
56.65,62.28,59.44,700.18,84.39,3936.62,40.0,Все работают,Хорошее
21.44,55.87,64.13,62.96,1.57,5669.33,121.0,Все работают,Хорошее
28.13,19.72,41.43,430.01,18.2,6689.89,53.0,Все работают,Оптимальное
59.52,48.24,72.87,381.46,0.77,8640.26,198.0,Все работают,Хорошее
3.06,36.28,26.53,836.81,7.85,4900.51,92.0,Все работают,Оптимальное
3.14,55.25,53.58,799.67,78.9,8332.46,117.0,Все работают,Хорошее
44.0,28.54,74.0,52.18,8.14,8153.43,56.0,Все работают,Хорошее
9.3,0.99,60.08,79.44,72.87,6127.39,126.0,Все работают,Хорошее
36.5,42.98,24.79,68.16,71.79,8971.71,86.0,Все работают,Хорошее
29.0,10.78,47.55,474.44,1.82,4721.81,100.0,Все работают,Оптимальное
16.3,20.03,31.34,278.08,30.44,4250.65,52.0,Все работают,Оптимальное
4.79,11.47,41.98,344.16,23.19,2031.27,81.0,Все работают,Оптимальное
22.69,0.71,41.49,175.96,18.27,7929.54,98.0,Все работают,Оптимальное
70.52,5.99,54.77,28.82,89.1,8062.27,96.0,Все работают,Критическое
9.94,23.02,45.43,868.44,31.57,7283.15,46.0,Все работают,Оптимальное
26.3,62.96,72.65,797.45,82.05,8490.68,94.0,Все работают,Хорошее
22.44,31.74,39.6,797.13,33.95,1932.48,56.0,Все работают,Оптимальное
52.18,53.48,73.17,706.92,78.34,8821.85,72.0,Все работают,Хорошее
86.29,51.87,62.18,6.17,19.25,9933.19,815.0,Критический сервис остановлен,Критическое с риском отказа
4.46,75.31,97.49,418.93,86.13,4911.96,63.0,Все работают,Критическое
40.03,28.88,33.41,73.16,75.58,8359.92,183.0,Все работают,Хорошее
36.84,59.41,49.56,26.82,81.62,6352.58,82.0,Все работают,Критическое
84.25,79.82,20.12,74.53,85.12,9909.42,340.0,Все работают,Критическое
68.65,43.9,32.22,20.0,94.56,9901.49,490.0,Некоторые остановлены,Критическое
29.01,11.73,45.14,818.07,38.32,4763.43,85.0,Все работают,Оптимальное
28.71,65.46,88.78,48.75,93.91,8019.24,461.0,Все работают,Критическое
5.55,15.34,25.18,715.88,63.29,7660.84,93.0,Все работают,Оптимальное
88.12,44.96,43.51,59.93,72.83,9594.61,140.0,Все работают,Критическое
41.03,12.24,21.61,69.44,85.49,9388.06,292.0,Все работают,Критическое
4.04,5.69,21.37,949.6,64.33,3792.64,82.0,Все работают,Оптимальное
21.08,3.36,41.57,266.82,10.04,5439.2,73.0,Все работают,Оптимальное
76.08,87.9,97.33,61.18,95.57,9441.73,171.0,Все работают,Критическое
4.4,30.69,44.45,602.53,61.86,5979.82,96.0,Все работают,Оптимальное
15.62,88.4,97.72,797.73,93.54,9975.64,91.0,Некоторые остановлены,Критическое
21.7,1.37,23.25,86.11,12.01,5781.77,99.0,Все работают,Оптимальное
21.91,68.29,39.5,925.24,16.44,583.32,181.0,Все работают,Хорошее
25.13,2.69,42.44,827.69,46.81,540.35,92.0,Все работают,Оптимальное
24.98,34.27,25.49,913.15,12.99,7623.36,69.0,Все работают,Оптимальное
68.09,44.95,88.48,52.32,77.18,1666.61,218.0,Некоторые остановлены,Критическое
22.48,34.92,41.69,134.83,44.3,582.91,97.0,Все работают,Оптимальное
17.91,34.37,49.69,185.7,22.99,7.8,30.0,Все работают,Оптимальное
7.42,8.79,25.82,760.5,70.61,6157.6,154.0,Все работают,Хорошее
15.11,26.75,48.46,152.19,45.58,2711.59,43.0,Все работают,Оптимальное
36.15,26.98,40.18,74.37,80.55,8649.94,126.0,Все работают,Хорошее
24.6,4.94,21.16,722.28,12.12,2887.6,64.0,Все работают,Оптимальное
59.03,59.33,30.9,76.17,81.4,8227.76,86.0,Все работают,Хорошее
18.61,87.18,107.61,67.23,70.73,8612.19,809.0,Все работают,Критическое с риском отказа
12.49,8.01,45.94,957.63,16.91,1195.63,96.0,Все работают,Оптимальное
8.41,26.72,67.56,146.96,54.69,9759.38,294.0,Все работают,Критическое
69.56,21.16,24.4,28.52,17.57,4331.31,150.0,Некоторые остановлены,Критическое
23.84,27.31,20.91,285.83,0.02,3617.77,41.0,Все работают,Оптимальное
27.72,32.01,24.99,12.14,10.79,8966.56,456.0,Все работают,Критическое
23.22,3.92,41.74,177.89,56.16,3031.86,54.0,Все работают,Оптимальное
28.77,4.58,41.83,320.17,50.22,2662.67,79.0,Все работают,Оптимальное
21.69,7.71,48.4,267.15,39.38,1204.03,55.0,Все работают,Оптимальное
28.12,0.06,49.82,67.63,43.15,8645.15,164.0,Все работают,Хорошее
67.84,79.9,31.52,612.4,48.82,8105.98,290.0,Все работают,Критическое
37.71,24.84,62.81,258.22,48.8,6970.88,154.0,Все работают,Хорошее
18.4,1.09,46.64,242.44,5.93,6225.24,90.0,Все работают,Оптимальное
22.72,70.8,82.98,60.57,74.41,9044.29,391.0,Все работают,Критическое
28.85,3.54,38.19,65.24,17.13,991.21,92.0,Все работают,Хорошее
58.53,85.77,38.19,99.94,46.5,8945.68,10.0,Критический сервис остановлен,Критическое с риском отказа
34.34,45.47,72.9,101.94,39.6,8966.12,72.0,Все работают,Хорошее
25.31,20.22,45.57,928.7,68.48,644.47,56.0,Все работают,Оптимальное
20.88,2.81,25.81,686.6,66.51,3937.39,64.0,Все работают,Оптимальное
55.79,43.86,68.4,57.75,34.34,1008.7,97.0,Некоторые остановлены,Критическое
8.47,64.75,36.04,766.23,83.3,8282.04,133.0,Все работают,Хорошее
15.01,25.71,57.04,437.03,30.91,698.53,127.0,Все работают,Хорошее
30.62,5.39,52.27,104.87,55.64,8272.68,151.0,Все работают,Хорошее
51.36,95.07,108.94,11.27,98.96,7384.96,728.0,Все работают,Критическое с риском отказа
8.6,52.29,70.7,35.3,88.81,9451.16,165.0,Все работают,Критическое
41.34,2.86,117.88,247.03,36.98,9407.5,39.0,Критический сервис остановлен,Критическое с риском отказа
40.82,57.48,62.2,45.27,83.62,8771.06,79.0,Некоторые остановлены,Критическое
0.55,28.11,36.19,688.06,55.24,1189.02,34.0,Все работают,Оптимальное
0.24,69.54,78.13,29.83,98.77,9479.82,996.0,Все работают,Критическое с риском отказа
26.95,41.15,61.14,511.67,82.25,8905.87,54.0,Все работают,Хорошее
28.26,51.73,32.45,71.02,28.11,8494.9,135.0,Все работают,Хорошее
1.98,24.1,48.51,942.81,33.92,378.51,63.0,Все работают,Оптимальное
2.64,60.03,52.5,404.4,71.34,8628.59,188.0,Все работают,Хорошее
47.07,62.19,85.45,2.16,73.47,9722.73,87.0,Критический сервис остановлен,Критическое с риском отказа
45.34,47.62,49.9,50.02,72.55,8840.76,109.0,Все работают,Хорошее
3.8,82.8,87.82,19.49,87.28,9769.82,272.0,Все работают,Критическое
10.88,83.99,63.22,65.17,64.91,9555.14,279.0,Все работают,Критическое
45.35,25.15,79.28,37.54,59.42,8408.17,394.0,Некоторые остановлены,Критическое
6.49,46.28,74.65,0.84,99.65,9914.09,6.0,Критический сервис остановлен,Критическое с риском отказа
20.25,51.01,22.1,56.16,74.0,1280.07,65.0,Все работают,Хорошее
26.72,88.23,85.45,436.03,94.56,4891.04,473.0,Все работают,Критическое
31.13,94.75,41.4,787.74,80.42,9160.86,169.0,Некоторые остановлены,Критическое
57.88,84.82,26.73,66.29,47.58,8364.05,199.0,Все работают,Критическое
10.15,9.85,26.94,333.63,67.96,3343.94,52.0,Все работают,Оптимальное
77.52,93.11,87.32,28.42,79.94,2435.98,476.0,Критический сервис остановлен,Критическое с риском отказа
55.73,51.01,68.87,54.15,78.77,8644.6,200.0,Все работают,Хорошее
48.47,3.75,49.2,696.19,37.29,8737.86,162.0,Все работают,Хорошее
19.3,76.95,87.12,880.85,94.13,8105.75,68.0,Все работают,Критическое
46.62,65.82,63.38,77.07,71.67,8530.28,151.0,Все работают,Хорошее
33.81,88.89,97.73,50.85,87.13,7521.9,201.0,Все работают,Критическое
1.54,14.31,30.35,22.16,87.12,8904.54,148.0,Все работают,Критическое
38.89,80.19,91.59,569.19,90.63,8157.31,63.0,Все работают,Критическое
22.1,58.21,52.02,355.19,70.08,5860.74,181.0,Все работают,Хорошее
63.98,56.1,47.78,49.32,74.12,3407.52,214.0,Некоторые остановлены,Критическое
54.47,55.86,34.69,68.77,72.44,8713.25,78.0,Все работают,Хорошее
40.65,21.88,38.77,874.17,97.14,6640.94,43.0,Все работают,Критическое
16.13,34.12,38.39,351.13,34.41,4276.76,38.0,Все работают,Оптимальное
22.69,5.8,48.67,840.35,21.59,6478.29,48.0,Все работают,Оптимальное
